oekobaudatName,oekobaudatUuid____448d1096-2017-4901-a560-f652a83c737e____2020-II,oekobaudatUuid____22885a6e-1765-4ade-a35e-ae668bd07256____2023-I,oekobaudatUuid____cd2bda71-760b-4fcc-8a0b-3877c10000a8____2021-II,oekobaudatUuid____8201b671-10cd-4dc5-9750-0b856d998be4____2020-I,oekobaudatUuid____0454ab26-f45c-4e24-8260-9e2049738b75____2019-III,oekobaudatUuid____815d8970-02dc-4abc-b02e-78d41b4e4bb5____2019-II,oekobaudatUuid____30b63be3-b76b-4bd4-a876-330790c228a9____2019-I,oekobaudatUuid____cc02f499-6b0f-4556-bb4a-7abe48e55f71____2017,tBaustoffName,eolCategoryName,eolScenarioReal,eolScenarioPotential,technologyFactor,Unnamed: 8,processCategoryNumber,productUuid,eolCategoryUuid
"Transparente Platten PMMA, extrudiert",41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,eda737e1-1012-4324-aff5-d070800468ab,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,41b8a86d-5d44-49fb-a9b8-de2a9041f1fd,"Transparente Platten PMMA, extrudiert",KSTPlatte (zB transparente Platten),EV-,EV-,0,,6.5,ac4dbfb0-aa4b-52e3-bc5e-84c5c6cfd5cd,ef460910-7fa5-5c82-a056-6b6068ad0860
"Transparente Platten PMMA, gegossen",795ab193-fc50-463d-a5f8-e37d5336ee78,73f1bfa7-c79e-4129-bf1a-eee28cc3c85f,795ab193-fc50-463d-a5f8-e37d5336ee78,795ab193-fc50-463d-a5f8-e37d5336ee78,795ab193-fc50-463d-a5f8-e37d5336ee78,795ab193-fc50-463d-a5f8-e37d5336ee78,795ab193-fc50-463d-a5f8-e37d5336ee78,795ab193-fc50-463d-a5f8-e37d5336ee78,"Transparente Platten PMMA, gegossen",KSTPlatte (zB transparente Platten),EV-,EV-,0,,6.5,56ce485b-42ee-5598-862d-041b5bc66e02,ef460910-7fa5-5c82-a056-6b6068ad0860
Transparente Platten PVC,5a88b96e-23d0-4656-9ee2-fc271c89c95b,4a2a46c8-b646-4cf5-b2d7-72c2c1a27fae,5a88b96e-23d0-4656-9ee2-fc271c89c95b,5a88b96e-23d0-4656-9ee2-fc271c89c95b,5a88b96e-23d0-4656-9ee2-fc271c89c95b,5a88b96e-23d0-4656-9ee2-fc271c89c95b,5a88b96e-23d0-4656-9ee2-fc271c89c95b,5a88b96e-23d0-4656-9ee2-fc271c89c95b,Transparente Platten PVC,PVC hart,SV,SV,0,,6.5,81431c32-5138-5953-b471-0ca3a80706ea,ea5dbded-5c1b-5d58-acb1-01de359273cc
Transportbeton C20/25,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,923e1c71-f172-4902-a5f5-c4a1e8a773bc,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,"Transportbeton C20/25 - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.4,431d98e2-adf0-5eb1-a8aa-dfea1268307f,4b383842-2941-5c02-8d90-1ee95598cf55
Transportbeton C20/25,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,923e1c71-f172-4902-a5f5-c4a1e8a773bc,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,9702d9ab-2af2-4fdc-9d99-225583a9ffb7,"Transportbeton C20/25 - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.4,d3ca9f79-1829-5d75-94d2-3ef7168d53df,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Transportbeton C25/30,nicht vorhanden,d2ae1721-bb2a-4386-9d9f-abb1c774b0a8,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Transportbeton C25/30 - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.4,4e2253de-61f8-5c1b-82a2-a260bfb0090d,4b383842-2941-5c02-8d90-1ee95598cf55
Transportbeton C25/30,nicht vorhanden,d2ae1721-bb2a-4386-9d9f-abb1c774b0a8,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Transportbeton C25/30 - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.4,57e4067b-06c6-5eee-946f-8738bcbe25a6,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Transportbeton C30/37,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,258b377e-ec3b-4e8c-b3fd-dda1eb370f7d,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,"Transportbeton C30/37 - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.4,3f89260f-d2be-5855-9fca-a2c9816275f8,4b383842-2941-5c02-8d90-1ee95598cf55
Transportbeton C30/37,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,258b377e-ec3b-4e8c-b3fd-dda1eb370f7d,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,a758fb6a-7fb1-4cdc-b652-c42cf2f7632c,"Transportbeton C30/37 - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.4,ac5d6de7-f646-5aef-9ccd-77e844dc76a6,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Transportbeton C50/60,nicht vorhanden,079ed601-8b92-49cd-9c09-ab8e067366cf,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Transportbeton C50/60 - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.4,57a08ee6-0749-53cf-904a-33bb164a7955,4b383842-2941-5c02-8d90-1ee95598cf55
Transportbeton C50/60,nicht vorhanden,079ed601-8b92-49cd-9c09-ab8e067366cf,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Transportbeton C50/60 - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.4,74a12665-258a-5723-a015-638f20c53ef9,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Trinkwasser,nicht vorhanden,eda13669-a0e3-4c7c-a56e-8d940106ad96,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Trinkwasser,nicht eingestuft,n.e.,n.e.,n.e.,,9.2,e88c8ed6-580f-59eb-9eaa-0456aad1f85c,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Trinkwasserrohr PB,45db3c26-a316-4ba7-ade5-6adc43c71118,5cddd8d6-f777-4c55-99c4-7f8cb9f23a75,45db3c26-a316-4ba7-ade5-6adc43c71118,45db3c26-a316-4ba7-ade5-6adc43c71118,45db3c26-a316-4ba7-ade5-6adc43c71118,45db3c26-a316-4ba7-ade5-6adc43c71118,45db3c26-a316-4ba7-ade5-6adc43c71118,45db3c26-a316-4ba7-ade5-6adc43c71118,"Trinkwasserrohr PB, nicht eingestuft",nicht eingestuft,n.e.,n.e.,n.e.,,6.1,736a285d-61a2-5146-b034-180f5ec6c8c5,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Trinkwasserrohr PE-X,9d623359-570b-40ca-8875-60dea3687846,a55d07bf-ce4b-427b-ab45-e4e1356c839b,9d623359-570b-40ca-8875-60dea3687846,9d623359-570b-40ca-8875-60dea3687846,9d623359-570b-40ca-8875-60dea3687846,9d623359-570b-40ca-8875-60dea3687846,9d623359-570b-40ca-8875-60dea3687846,9d623359-570b-40ca-8875-60dea3687846,"Trinkwasserrohr PE-X, nicht eingestuft",nicht eingestuft,n.e.,n.e.,n.e.,,6.1,3604f538-85f4-521c-b9c0-99fe306cf975,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Trinkwasserrohr PE-X-Alu,4c33a250-3979-4e5f-9a7c-0d351085da22,c9d466d3-d5cb-4be6-9ae3-609212c4438a,4c33a250-3979-4e5f-9a7c-0d351085da22,4c33a250-3979-4e5f-9a7c-0d351085da22,4c33a250-3979-4e5f-9a7c-0d351085da22,4c33a250-3979-4e5f-9a7c-0d351085da22,4c33a250-3979-4e5f-9a7c-0d351085da22,4c33a250-3979-4e5f-9a7c-0d351085da22,"Trinkwasserrohr PE-X-Alu, nicht eingestuft",nicht eingestuft,n.e.,n.e.,n.e.,,6.1,2f3278bb-bb89-5d59-8ac8-6cbf0be0427c,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Trinkwasserrohre PE X-Alu-PE X,47165a1f-51e3-4612-b076-facd01e3b236,fc1c6f12-1e04-4c51-9836-81a4d7743528,47165a1f-51e3-4612-b076-facd01e3b236,47165a1f-51e3-4612-b076-facd01e3b236,47165a1f-51e3-4612-b076-facd01e3b236,47165a1f-51e3-4612-b076-facd01e3b236,47165a1f-51e3-4612-b076-facd01e3b236,47165a1f-51e3-4612-b076-facd01e3b236,"Trinkwasserrohre PE X-Alu-PE X, nicht eingestuft",nicht eingestuft,n.e.,n.e.,n.e.,,6.1,1dce50ce-4986-501d-8594-cee101e01be0,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Trockenestrich (Gipsfaserplatte, 25 mm)",a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,3ef401d0-e1fc-4ff3-bf94-a3ee6a460fdf,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7,Trockenestrich (Gipsfaserplatte),Gipsfaser,Dep+,RC-,0.25,,1.3,9f5881ac-feec-5396-b51f-fcc851a9858b,1f76f82c-c24f-5794-b0e9-664256a29607
"Trockenestrich (Gipskartonplatte, 25 mm)",ab574186-139f-4816-b7c1-d457b1258c7d,93a02bbc-e268-4d2f-a8c4-7cda473b7eab,ab574186-139f-4816-b7c1-d457b1258c7d,ab574186-139f-4816-b7c1-d457b1258c7d,ab574186-139f-4816-b7c1-d457b1258c7d,ab574186-139f-4816-b7c1-d457b1258c7d,ab574186-139f-4816-b7c1-d457b1258c7d,ab574186-139f-4816-b7c1-d457b1258c7d,Trockenestrich (Gipskartonplatte),Gipsplatte,Dep+,CL+,0.75,,1.3,67712f8b-e245-5373-b5df-7a80b0a25af3,7ce7f671-bb8e-57b7-aa14-9f1d0403e204
Übergabestation Fernwärme,nicht vorhanden,89956dbd-9cd4-4698-8e06-e7292f543246,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Übergabestation Fernwärme,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,cd85cfe2-71cd-59d9-8799-8d82c7f99922,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Umwälzpumpe < 50W,nicht vorhanden,b28fcab6-a377-47bc-b013-246866b07283,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Umwälzpumpe < 50W,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,be9cc53c-375e-5c0f-8b78-a693f06ffc44,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Umwälzpumpe 250-1000W,nicht vorhanden,5b5ed926-7052-48d3-a6b8-9039c04f5036,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Umwälzpumpe 250-1000W,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,b17444bc-7e42-57e8-b0f2-947f0ea7a5b1,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Umwälzpumpe 50-250W,nicht vorhanden,700c0c68-8aec-48b8-a276-aa60a01babda,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Umwälzpumpe 50-250W,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,678b93cc-28ae-5dd1-a4e5-28474417e4d2,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Unterspannbahn PE gewebeverstärkt,66a90b47-27b8-46ce-830e-8ed22f4165d8,e1a3feae-f090-41d7-8697-dfd5b28e0607,66a90b47-27b8-46ce-830e-8ed22f4165d8,66a90b47-27b8-46ce-830e-8ed22f4165d8,66a90b47-27b8-46ce-830e-8ed22f4165d8,66a90b47-27b8-46ce-830e-8ed22f4165d8,66a90b47-27b8-46ce-830e-8ed22f4165d8,66a90b47-27b8-46ce-830e-8ed22f4165d8,Unterspannbahn PE gewebeverstärkt,KSTBahn,EV-,EV-,0,,6.6,91d3916f-3126-5778-ac72-27496fc80d98,86ed5129-3add-5340-b23e-868c6cf8eb9b
Unterspannbahn PP,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,9c355da1-8e97-448e-b66b-10e04316bf20,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,Unterspannbahn PP,KSTBahn,EV-,EV-,0,,6.6,03de90e8-a30d-5d8d-881b-3ef75a87dfce,86ed5129-3add-5340-b23e-868c6cf8eb9b
Unterspannbahn PUR auf PET-Vlies,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,d4dc2df9-deda-4b02-bb0d-952ce44d2fe6,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,a92bd5a5-7cef-4050-8659-20a8d5a7a72b,Unterspannbahn PUR auf PET-Vlies,KSTBahn,EV-,EV-,0,,6.6,61c6a728-c898-5ffa-a3d8-61f492c08e55,86ed5129-3add-5340-b23e-868c6cf8eb9b
"Vakuum-Isolations-Paneel (VIP), unkaschiert",nicht vorhanden,1a6a306b-6c9f-4953-9bdf-2617a11e4d37,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Vakuum-Isolations-Paneel (VIP), unkaschiert",VIP,Dep+,Dep+,1,,,df78c3a3-1997-5c53-9922-c778ae9a160b,a73b8c12-12a1-550c-b60d-28b25ca4e5c7
Vegetationssubstrat,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,4673fe2d-2d7b-40f6-906b-269fd056236e,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,Vegetationssubstrat,Substrat,CL+,CL+,1,,1.3,e629af56-ac21-527a-b1d7-ecbcfb3a9faa,3214bc20-8c19-58f5-92f8-4070dc12c779
Voranstrich (Silikat-Dispersion),85c41389-d62e-4dff-a819-896b35367cbc,d6dc8844-4d8a-4abe-8ce9-db39c965f5bf,85c41389-d62e-4dff-a819-896b35367cbc,85c41389-d62e-4dff-a819-896b35367cbc,85c41389-d62e-4dff-a819-896b35367cbc,85c41389-d62e-4dff-a819-896b35367cbc,85c41389-d62e-4dff-a819-896b35367cbc,85c41389-d62e-4dff-a819-896b35367cbc,Voranstrich (Silikat-Dispersion),"Farben, sonstige Beschichtungen (mineral. Untergrund)",Dep+,Dep+,0,,1.4,1969a30b-d958-58c3-98dc-872ab123fe73,b874be88-9088-5f9c-aec5-dd2971df09b3
Voranstrich (Silikonharz),nicht vorhanden,8ad88978-affe-46c4-9e69-73a886779876,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Voranstrich (Silikonharz),"Farben, sonstige Beschichtungen (mineral. Untergrund)",Dep+,Dep+,0,,1.4,2ffa3607-c0e9-52ff-839f-b7881e7f213f,b874be88-9088-5f9c-aec5-dd2971df09b3
Vormauerziegel,f74a19da-df9a-4462-a632-3b3dc83377b1,34303fdd-b939-450a-9ca5-269773fc9d4d,f74a19da-df9a-4462-a632-3b3dc83377b1,f74a19da-df9a-4462-a632-3b3dc83377b1,f74a19da-df9a-4462-a632-3b3dc83377b1,f74a19da-df9a-4462-a632-3b3dc83377b1,f74a19da-df9a-4462-a632-3b3dc83377b1,f74a19da-df9a-4462-a632-3b3dc83377b1,Vormauerziegel (ohne Mörtel),"Ziegel - Vormauer, Vollziegel",RC+,RC+,1,,1.3,4c96d6ca-c428-50b0-94a6-620c29d9cff6,bdba94fd-8737-59ad-91af-ba442acdf503
Vorschaltgerät EVG,nicht vorhanden,9a83d59d-08c0-4b96-8b4e-4f8bc894d58c,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Vorschaltgerät EVG,nicht eingestuft,n.e.,n.e.,n.e.,,8.4,10fedb16-0e7f-5040-854c-9d8757bfeed1,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Vorschaltgerät VVG,nicht vorhanden,68c707ce-5b1b-4d7d-b21b-731bc8aaf0d1,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Vorschaltgerät VVG,nicht eingestuft,n.e.,n.e.,n.e.,,8.4,3051eddf-34ef-568a-bd86-7f42ceaa0928,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Wannenleuchte (Feuchtraum) T8-36W (LFL),nicht vorhanden,1859ec2f-ff4c-4ac4-875e-dd1667cba59a,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Wannenleuchte (Feuchtraum) T8-36W (LFL),nicht eingestuft,n.e.,n.e.,n.e.,,8.4,e80e1c5b-e522-5605-befb-a6146e86eebe,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Waschbims,2603f11f-509b-4bf2-910e-2fd358c16ff3,d1c2e94a-6ff8-49c2-ae89-ccb6a0f28938,2603f11f-509b-4bf2-910e-2fd358c16ff3,2603f11f-509b-4bf2-910e-2fd358c16ff3,2603f11f-509b-4bf2-910e-2fd358c16ff3,2603f11f-509b-4bf2-910e-2fd358c16ff3,2603f11f-509b-4bf2-910e-2fd358c16ff3,2603f11f-509b-4bf2-910e-2fd358c16ff3,Waschbims,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,c3bc1a75-fd7c-53f4-8a30-fde4de641b3e,e0500551-6a94-5df0-a516-47a96d4da56c
"Wasserdichte, flexible Schutzschicht unter keramischen Belägen in Duschen u Bäden",nicht vorhanden,58721f56-ae5c-453f-8074-3cefc87403c1,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Wasserdichte, flexible Schutzschicht unter keramischen Belägen in Duschen u Bäden","Farben, sonstige Beschichtungen (mineral. Untergrund)",Dep+,Dep+,0,,,32c2a745-6487-5b5b-8b50-b4f9dfad4649,b874be88-9088-5f9c-aec5-dd2971df09b3
Wasserlack weiß,0f072f06-faa5-466e-970c-a7215685f5a2,3ec35876-5628-4749-a50c-f96e02a7e09e,0f072f06-faa5-466e-970c-a7215685f5a2,0f072f06-faa5-466e-970c-a7215685f5a2,0f072f06-faa5-466e-970c-a7215685f5a2,0f072f06-faa5-466e-970c-a7215685f5a2,0f072f06-faa5-466e-970c-a7215685f5a2,0f072f06-faa5-466e-970c-a7215685f5a2,Wasserlack weiß,Lacke (auf Holzuntergrund),EV-,EV-,0,,5.6,8b7cccc9-6f3b-5453-a6fc-f80039677cd2,7a95c29f-5b21-5f8b-a98c-081cc92b1ab8
WC Sitz/Deckel (Duroplast),nicht vorhanden,6ec85308-cc64-4db8-9e28-1067be4c56d6,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,WC Sitz/Deckel (Duroplast),nicht eingestuft,n.e.,n.e.,n.e.,,8.3,1eddf3cb-e223-5652-82b1-a615f9dbe57d,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
WDVS EPS mit Schienenbefestigung,nicht vorhanden,1c8141cb-84f5-4ee9-95e4-cf83e754cc2f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,WDVS EPS mit Schienenbefestigung,nicht eingestuft,n.e.,n.e.,n.e.,,,69c139f9-02ac-53c3-aa89-7a547adc2f84,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
WDVS Verklebung und Beschichtung Dekorputz mineralisch,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,f873f2a7-560a-410c-97e7-dfe121134b26,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8,WDVS Verklebung und Beschichtung Dekorputz mineralisch,WDVS - Putz etc.,Dep-,Dep-,0,,2.21,6dcd3682-c317-5932-96b9-c1d463e8be07,d94ae704-584d-5d54-b209-c4be2f6a0187
WDVS Verklebung und Beschichtung Kratzputz mineralisch,e5cd5727-a516-4081-8fdf-4fc0ce142d90,8dec64ad-430f-4c96-bae1-e46814af2b70,e5cd5727-a516-4081-8fdf-4fc0ce142d90,e5cd5727-a516-4081-8fdf-4fc0ce142d90,e5cd5727-a516-4081-8fdf-4fc0ce142d90,e5cd5727-a516-4081-8fdf-4fc0ce142d90,e5cd5727-a516-4081-8fdf-4fc0ce142d90,e5cd5727-a516-4081-8fdf-4fc0ce142d90,WDVS Verklebung und Beschichtung Kratzputz mineralisch,WDVS - Putz etc.,Dep-,Dep-,0,,2.21,fdfe5797-b1b1-508c-9691-e9864b858c5d,d94ae704-584d-5d54-b209-c4be2f6a0187
WDVS Verklebung und Beschichtung Kunstharzputz,88cc57f7-384d-47a3-826a-e4fce57a32bd,46a05844-3fbf-47ef-889a-e7f1a4b4f825,88cc57f7-384d-47a3-826a-e4fce57a32bd,88cc57f7-384d-47a3-826a-e4fce57a32bd,88cc57f7-384d-47a3-826a-e4fce57a32bd,88cc57f7-384d-47a3-826a-e4fce57a32bd,88cc57f7-384d-47a3-826a-e4fce57a32bd,88cc57f7-384d-47a3-826a-e4fce57a32bd,WDVS Verklebung und Beschichtung Kunstharzputz,WDVS - Putz etc.,Dep-,Dep-,0,,2.21,e1e05e1c-19a4-5d07-91d2-b93310b04c5e,d94ae704-584d-5d54-b209-c4be2f6a0187
WDVS Verklebung und Beschichtung Leichtputz mineralisch,6108c144-5112-4f18-bcb1-d1ff8eb831a6,aeb54e7e-6950-41c5-a10e-0ba3b38ea774,6108c144-5112-4f18-bcb1-d1ff8eb831a6,6108c144-5112-4f18-bcb1-d1ff8eb831a6,6108c144-5112-4f18-bcb1-d1ff8eb831a6,6108c144-5112-4f18-bcb1-d1ff8eb831a6,6108c144-5112-4f18-bcb1-d1ff8eb831a6,6108c144-5112-4f18-bcb1-d1ff8eb831a6,WDVS Verklebung und Beschichtung Leichtputz mineralisch,WDVS - Putz etc.,Dep-,Dep-,0,,2.21,7f476a4b-af67-50cc-a484-fcb7fdb14c7e,d94ae704-584d-5d54-b209-c4be2f6a0187
WDVS Verklebung und Beschichtung Silikat-Dispersionsputz,94ef6ac0-956a-4d60-9062-990df91e7917,2d42602d-9913-43ed-8703-d953f7854bca,94ef6ac0-956a-4d60-9062-990df91e7917,94ef6ac0-956a-4d60-9062-990df91e7917,94ef6ac0-956a-4d60-9062-990df91e7917,94ef6ac0-956a-4d60-9062-990df91e7917,94ef6ac0-956a-4d60-9062-990df91e7917,94ef6ac0-956a-4d60-9062-990df91e7917,WDVS Verklebung und Beschichtung Silikat-Dispersionsputz,WDVS - Putz etc.,Dep-,Dep-,0,,2.21,fdb94a27-857b-59b4-a923-8dbdbdc7650c,d94ae704-584d-5d54-b209-c4be2f6a0187
WDVS Verklebung und Beschichtung Silikonharzputz,1b84e630-6489-493e-a066-1b976684dd03,6e95743d-cdf3-4646-a6ea-f9b2bb752821,1b84e630-6489-493e-a066-1b976684dd03,1b84e630-6489-493e-a066-1b976684dd03,1b84e630-6489-493e-a066-1b976684dd03,1b84e630-6489-493e-a066-1b976684dd03,1b84e630-6489-493e-a066-1b976684dd03,1b84e630-6489-493e-a066-1b976684dd03,WDVS Verklebung und Beschichtung Silikonharzputz,organ. Putz,Dep-,Dep-,0,,2.21,91443d20-b05a-51e3-bb8c-7059639825db,4edf3510-df73-5b4d-9234-cd9a9366ad58
WPC (Wood Plastic Composite) Terrassendiele,nicht vorhanden,4a6ffbb6-e7bc-4861-82ba-ee6a6704250f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Wood-Plastic-Composites,WPC,EB,EB,0,,,97aa814a-4fb4-5be2-a4c1-cfa8b44b12c8,de46f26d-a792-5ddf-ac6e-a122affc624f
WPC (Wood Plastic Composite) Terrassendiele,nicht vorhanden,4a6ffbb6-e7bc-4861-82ba-ee6a6704250f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Wood-Plastic-Composites (halogenfrei),WPC - Nachweis halogenfrei,EV-,EV-,0,,,5c0f8911-cfae-5d89-b419-e375b889fd10,53668466-d9fe-519a-9981-dba151125e0f
