"filename", "language", "TypeScript", "JavaScript", "JSON with Comments", "JSON", "Markdown", "Ignore", "YAML", "XML", "CSS", "TypeScript JSX", "Prisma", "MS SQL", "CSV", "Shell Script", "comment", "blank", "total"
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/(web-optimized)/[passportId]/catalog/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 5, 21
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/(web-optimized)/[passportId]/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/(web-optimized)/[passportId]/not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/(web-optimized)/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 4, 49
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/(components)/layout-elements.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 3, 5, 58
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/SideBySideDescriptionListsWithHeadline.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 10, 68
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/BuildingInformation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 2, 3, 54
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/CircularityModule/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 2, 7, 89
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/MaterialsModule/MaterialsModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 10, 108
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/ResourcesModule/GwpSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 9, 90
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/ResourcesModule/PenrtSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 8, 86
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/ResourcesModule/ResourcesChartLegendTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 6, 66
"/Volumes/nextcoder/code/elca/new-app/passport/app/[locale]/grp/pdf-optimized/[passportId]/ResourcesModule/RmiSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 3, 9, 124
